,id,university,major,degree,season,decision,decision_method,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,new_gre,gre_subject,status,post_data,post_timestamp,comments,uni_faculty,uni_pub
5988,5988,Cornell University,CS,PhD,F14,Rejected,E-mail,4-Jul-14,1396843200,,,,,,,International,7/4/14,1396843200,Dissapointed but was expecting this..,68,8.7
5989,5989,Dartmouth College,CS,PhD,F14,Rejected,E-mail,4-Jul-14,1396843200,,,,,,,International,7/4/14,1396843200,158 applicants and 10 slots. Sorry!,15,1.9
5990,5990,Carnegie Mellon University (CMU),ECE,PhD,F14,Accepted,E-mail,4-Jul-14,1396843200,3.6,159,170,3,True,,International,7/4/14,1396843200,"My application was misclassified as a Spring 2014 candidate by the University and wasn't even considered :/ Fortunately, I happened to contact my POI, the professor was interested, took my interview and agreed to send an acceptance letter by this week. The second round of results of CMU will be rolling from Wednesday.",152,18.1
5991,5991,Duke University,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International,7/4/14,1396843200,Non CS undergrad applying for theory,22,2.8
5992,5992,University Of Pennsylvania (UPenn),CS,MS,F14,Accepted,Website,4-Mar-14,1396497600,,164,167,4,True,,International,7/4/14,1396843200,,46,5.6
5993,5993,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International,7/4/14,1396843200,,37,5
5994,5994,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International with US Degree,7/4/14,1396843200,"Emailed the admission about it, got a reject.Over 1100 MS Applicants, only accepting 90. They will have no Wait lists. Good luck to others!",37,5
5995,5995,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,4,161,163,4,True,,International,6/4/14,1396756800,"Undergrad topper, 2 papers (second author), strong LoRs, 2+ years R & D experience in area of interest.",73,6.7
5996,5996,Johns Hopkins University (JHU),CS,MS,F14,Accepted,E-mail,4-Jun-14,1396756800,3.8,157,166,4,True,,International,6/4/14,1396756800,"Expected, but fee is too high (75000$) for a not so competitive program. Will go to Georgia Tech.",22,2.4
5997,5997,"University Of California, Riverside (UCR)",CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,3.4,159,158,4,True,,American,6/4/14,1396756800,Non-CS undergrad with 15 related courses. 9k department fellowship,36,2.8
5998,5998,University Of Notre Dame,CS,PhD,F14,Rejected,E-mail,4-Jun-14,1396756800,,,,,,,International,6/4/14,1396756800,Email to Check the website !,22,1.9
5999,5999,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F14,Rejected,E-mail,15-03-2014,1394856000,,,,,,,International,6/4/14,1396756800,,83,9.9
6000,6000,"University Of California, Berkeley (UCB)",CS,MS,F14,Rejected,E-mail,21-02-2014,1392958800,,,,,,,International,6/4/14,1396756800,,83,11.1
6001,6001,Stanford University,CS,MS,F14,Rejected,E-mail,22-03-2014,1395460800,,,,,,,International,6/4/14,1396756800,,57,11.5
6002,6002,Carnegie Mellon University (CMU),CS,MS,F14,Rejected,E-mail,19-02-2014,1392786000,,,,,,,International,6/4/14,1396756800,,152,18.1
6003,6003,"University Of Wisconsin, Madison",CS,MS,F14,Accepted,E-mail,19-02-2014,1392786000,,,,,,,International,6/4/14,1396756800,,48,5.9
6004,6004,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Accepted,E-mail,27-03-2014,1395892800,,,,,,,International,6/4/14,1396756800,,42,5.4
6005,6005,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,E-mail,21-03-2014,1395374400,,,,,,,International,6/4/14,1396756800,,73,6.7
6007,6007,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Jun-14,1396756800,,,,,,,,6/4/14,1396756800,,73,6.7
6008,6008,Columbia University,CS,MS,F14,Rejected,Website,4-Jun-14,1396756800,,,,,,,,6/4/14,1396756800,,47,5.8
6009,6009,Cornell University,CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,,,,,,,International,6/4/14,1396756800,Meng Ithaca,68,8.7
6010,6010,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.8,157,168,4.5,True,,International,6/4/14,1396756800,"Standard rejection email: ""You were good, but still we rejected you"" :p",37,5
6011,6011,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.8,157,168,4.5,True,,International,6/4/14,1396756800,"Had such high hopes on this, Still trying to come to terms with this rejection :(",73,6.7
6012,6012,"University Of California, Riverside (UCR)",CS,MS,F14,Accepted,E-mail,4-Jun-14,1396756800,,,,,,,American,6/4/14,1396756800,,36,2.8
6014,6014,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.41,167,169,4,True,,International,5/4/14,1396670400,WES GPA: 4/4,73,6.7
6015,6015,Cornell University,CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.41,167,169,4,True,,International,5/4/14,1396670400,WES GPA: 4/4,68,8.7
6016,6016,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.41,167,169,4,True,,International,5/4/14,1396670400,WES GPA: 4/4,37,5
6017,6017,Duke University,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.53,163,158,4.5,True,,American,5/4/14,1396670400,MS in Software Engineering GPA 3.8,22,2.8
6019,6019,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.88,157,165,3.5,True,,International,5/4/14,1396670400,Losers!,73,6.7
6020,6020,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,Website,4-Apr-14,1396584000,3.4,165,152,3,True,,International,5/4/14,1396670400,,25,3.5
6021,6021,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.93,155,167,3.5,True,,International,5/4/14,1396670400,130 seats 1700 applicants,73,6.7
6022,6022,Oregon State University,ECE,PhD,F14,Rejected,E-mail,4-May-14,1396670400,3.6,166,147,3,True,,International,5/4/14,1396670400,OSUI have better choice~,30,2.8
6023,6023,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,Website,4-May-14,1396670400,,,,,,,International with US Degree,5/4/14,1396670400,,25,3.5
6024,6024,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,,,,,,International,5/4/14,1396670400,Had such high hopes...,73,6.7
6027,6027,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.3,158,161,4.5,True,,International,5/4/14,1396670400,Non-CS undergrad. 4 rejects in a row. Yet to get an acceptance. :-( I'm searching for a bridge to jump off now.. :'(,73,6.7
6028,6028,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,Website,4-May-14,1396670400,3.67,146,165,3,True,,International,5/4/14,1396670400,usual mail,25,3.5
6029,6029,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,,,,,,,International,5/4/14,1396670400,How do you guys deal with rejection? I'm depressed. :(,73,6.7
6030,6030,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,,150,170,3,True,,International,5/4/14,1396670400,1700 applicants for 130 seats,73,6.7
6031,6031,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.76,164,163,4,False,,International,5/4/14,1396670400,Thought I had a chance...,73,6.7
6032,6032,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,Website,4-May-14,1396670400,,,,,,,International,5/4/14,1396670400,After 5 rejects one Acceptance. Thank God! Super Excited :),73,6.7
6033,6033,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,Website,4-May-14,1396670400,,155,167,4,True,,International,5/4/14,1396670400,"Letter on the website. Anyway, don't think I would have taken it.",25,3.5
6034,6034,Dartmouth College,CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,,164,165,4.5,True,,International,5/4/14,1396670400,GPA 7.86/10,,
6035,6035,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,,,,,,,International,5/4/14,1396670400,"Non-CS undergrad with modest GPA. GRE 324, TOEFL 110. 2.5+ year work-ex in a good software company.",73,6.7
6036,6036,University Of Southern California (USC),ECE,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,,155,167,3.5,True,,International,5/4/14,1396670400,Unofficial email.,50,5.7
6037,6037,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.8,162,164,5,True,,International,5/4/14,1396670400,Sigh. :(,73,6.7
6038,6038,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,,,,,,International,5/4/14,1396670400,,73,6.7
6040,6040,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,E-mail,4-May-14,1396670400,,,,,,,International,5/4/14,1396670400,expected...,25,3.5
6041,6041,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International with US Degree,5/4/14,1396670400,expected but still sad.  non cs but 2 yrs exp and 1 pub,37,5
6042,6042,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.72,167,167,4,True,,American,5/4/14,1396670400,Non CS Undergrad.,73,6.7
6044,6044,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-May-14,1396670400,3.8,153,166,,True,,International,5/4/14,1396670400,We received over 1700 applications for fewer than 130 spots.,73,6.7
6045,6045,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,E-mail,4-May-14,1396670400,,166,168,4,True,,International,5/4/14,1396670400,Got an email at about 10 am est to check decision at 5 pm.,73,6.7
6046,6046,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-May-14,1396670400,3.8,153,166,,True,,International,5/4/14,1396670400,GPA 3.8. 3 research publications. Sent email to ask my status and got the email of rejection. Somewhat out of my expectation.,37,5
6048,6048,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,E-mail,4-May-14,1396670400,,,,,,,International with US Degree,5/4/14,1396670400,,25,3.5
6049,6049,"University Of California, Irvine (UCI)",CS,PhD,F14,Accepted,Website,4-Mar-14,1396497600,,157,151,3,True,,International,5/4/14,1396670400,,55,4.3
6050,6050,University Of Notre Dame,CS,PhD,F14,Wait listed,E-mail,4-Apr-14,1396584000,,,,,,,International,5/4/14,1396670400,12/03 wait listed. 29/03 still wait listed. Guys if you do not want to join here please decline your offers at your soonest convenience.,22,1.9
6051,6051,"University Of California, Santa Barbara (UCSB)",CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International with US Degree,4/4/14,1396584000,,25,3.5
6052,6052,Vanderbilt University,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,,4/4/14,1396584000,,15,1.5
6053,6053,Duke University,CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,,,,,,International,4/4/14,1396584000,,22,2.8
6054,6054,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,160,166,4,True,,International,4/4/14,1396584000,4 rejects in a row. This hurt the most.,73,6.7
6055,6055,Pennsylvania State University (Penn State),CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.51,150,165,3.5,True,,International,4/4/14,1396584000,,33,3.4
6056,6056,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,3.47,156,170,3.5,True,,International,4/4/14,1396584000,"To everyone who sees decision made on the portal, there will be a decision letter under status (which should ideally be accepted). You can see you decision there. Disappointed with the result. Will be going to Columbia though :)",73,6.7
6057,6057,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,152,170,4,True,,International,4/4/14,1396584000,Decision letter on website.,73,6.7
6058,6058,Georgia Institute Of Technology (GTech),CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,160,169,4,True,,International,4/4/14,1396584000,,73,6.7
6059,6059,University Of Notre Dame,CS,PhD,F14,Rejected,Website,4-Apr-14,1396584000,3.63,155,162,3.5,True,,International,4/4/14,1396584000,,22,1.9
6060,6060,Duke University,CS,PhD,F14,Rejected,Other,4-Apr-14,1396584000,,,,,,,American,4/4/14,1396584000,Email to check website,22,2.8
6061,6061,Dartmouth College,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,3.86,147,161,3.5,True,,International,4/4/14,1396584000,"We received 158 applications for an incoming class of 10 students.  As a result, many highly qualified students had to be denied admission.",15,1.9
6062,6062,Pennsylvania State University (Penn State),CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,American,4/4/14,1396584000,,33,3.4
6064,6064,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,161,168,3.5,True,,International,4/4/14,1396584000,:( :'(,37,5
6066,6066,Georgetown University,CS,PhD,F14,Rejected,E-mail,4-Mar-14,1396497600,,,,,,,International,4/4/14,1396584000,,13,1.6
6067,6067,Duke University,CS,PhD,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International,4/4/14,1396584000,,22,2.8
6068,6068,"University Of Nevada, Las Vegas",CS,MS,F14,Accepted,Website,4-Apr-14,1396584000,,,,,,,International,4/4/14,1396584000,,12,1.2
6070,6070,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,,,,,,,American,4/4/14,1396584000,"To the many posters below who got accepted, did any of you receive info regarding financial aid?",37,5
6071,6071,"University Of California, Irvine (UCI)",CS,MS,F14,Accepted,E-mail,4-Jan-14,1396324800,,,,,,,American,4/4/14,1396584000,"Adding more to my profile, GRE : Q160, V150, AW3.5 GPA:3.5/4.0",55,4.3
6072,6072,"University Of California, Irvine (UCI)",CS,MS,F14,Accepted,E-mail,4-Feb-14,1396411200,3.5,150,160,3.5,True,,American,4/4/14,1396584000,"To the poster below who asked about my profile. My I had previous technical internship experience and worked in database industry for another 2 years. Took a lot of CS classes in undergraduate(more than a minor). I have 4 letters of recommendation ( 1 from undergraduate institute, 3 strong LORs from my work)",55,4.3
6076,6076,Purdue University,ECE,PhD,F14,Rejected,E-mail,4-Mar-14,1396497600,,,,,,,International,4/4/14,1396584000,Purdue you f***ing a**holes. My POI told me he was impressed with my resume and now this sh*t. I f**ing can't believe it. You ruined my life Purdue. Go to hell.,53,4.8
6078,6078,"University Of Massachusetts, Amherst (UMass)",CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,,,,,,International,4/4/14,1396584000,No surprising though  :(,50,4.7
6079,6079,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.81,162,162,5.5,True,,American,4/4/14,1396584000,"Didn't study CS in undergrad, post-bac at Columbia for one year in CS. Accepted to MS @ Wisconsin and Columbia, but this was #1 b/c I'm in state. I'm disappointed.",63,8.6
6080,6080,Iowa State University (ISU),ECE,MS,F14,Accepted,E-mail,2-Apr-14,1391490000,,,,,,,International,4/4/14,1396584000,,15,1.5
6082,6082,Georgia Institute Of Technology (GTech),HCI,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,,150,170,3,True,,International,4/4/14,1396584000,college of computing,73,6.7
6083,6083,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,Website,4-Apr-14,1396584000,,,,,,,International,4/4/14,1396584000,Was a dream school. Sigh!,37,5
6084,6084,"University Of California, Irvine (UCI)",CS,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,,,,,,,Other,4/4/14,1396584000,To the one who got admit from UCI and two years experience. Can you please share your profile please?,55,4.3
6085,6085,Columbia University,CS,MS,F14,Rejected,E-mail,4-Apr-14,1396584000,3.2,161,161,4,True,,International,4/4/14,1396584000,"2 years research experience, 1 paper.",47,5.8
6088,6088,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,3.8,155,165,4.5,True,,International,4/4/14,1396584000,Mailed gradadm@cs.ucla.edu for the status. They replied after a couple of days saying I got an admit.,,
6092,6092,Brown University,CS,MS,F14,Accepted,Website,19-03-2014,1395201600,,162,170,4,True,,International,4/4/14,1396584000,,26,3.3
6093,6093,Columbia University,CS,MS,F14,Accepted,E-mail,21-03-2014,1395374400,,162,170,4,True,,International,4/4/14,1396584000,,47,5.8
6094,6094,California Institute Of Technology (Caltech),CS,MS,F14,Rejected,E-mail,4-Feb-14,1396411200,,162,170,4,True,,International,4/4/14,1396584000,,12,1.8
6095,6095,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,Website,31-03-2014,1396238400,,162,170,4,True,,International,4/4/14,1396584000,,73,6.7
6096,6096,Cornell University,CS,MS,F14,Rejected,E-mail,4-Mar-14,1396497600,3.6,162,158,5,True,,International,4/4/14,1396584000,"M.Eng. program. Very generic, impersonal email. Shame on you, CS dept.",68,8.7
6097,6097,University Of Delaware,ECE,PhD,F14,Rejected,E-mail,3-Apr-14,1393909200,3.92,147,167,3,True,,International,4/4/14,1396584000,Why the school rejected me?,11,1.4
6098,6098,Duke University,ECE,PhD,F14,Rejected,E-mail,3-Apr-14,1393909200,3.92,147,167,3,True,,International,4/4/14,1396584000,"The school should have rejected my earlier, wonder what has take them so long or if  the period of rejection is during late March to April.",22,2.8
6099,6099,George Mason University (GMU),ECE,MS,F14,Accepted,E-mail,4-Apr-14,1396584000,3,148,165,3,True,,International,4/4/14,1396584000,,28,2
